path_id,system_id,start_site_id,end_site_id,start_geometry,end_geometry,delta_z_A,abs_delta_z_A,screening_energy_delta_eV,geometry_complexity_delta,transition_class,penetration_index,gap_index,priority_score
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_133,cn8_te4,cn7_te4,6.8177,6.8177,-4.839783,-0.12,in_gap_or_open_channel_candidate,0.328053,0.694707,0.49204
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_134,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_134,cn8_te4,cn7_te4,6.7421,6.7421,-3.680573,-0.12,in_gap_or_open_channel_candidate,0.290701,0.711645,0.543418
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_144,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_144,cn8_te4,cn7_te4,6.92,6.92,-4.767914,-0.12,in_gap_or_open_channel_candidate,0.327582,0.697294,0.497761
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_146,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_146,cn8_te4,cn7_te4,6.7334,6.7334,-5.543671,-0.12,in_gap_or_open_channel_candidate,0.348488,0.682551,0.457755
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_150,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_150,cn8_te4,cn7_te4,6.7683,6.7683,-3.672882,-0.12,in_gap_or_open_channel_candidate,0.290914,0.712141,0.544392
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_151,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_151,cn8_te4,cn7_te4,6.7211,6.7211,-1.726563,-0.12,in_gap_or_open_channel_candidate,0.229575,0.741725,0.632547
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_152,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_152,cn8_te4,cn7_te4,6.7503,6.7503,-2.328796,-0.12,in_gap_or_open_channel_candidate,0.248806,0.732781,0.605616
sb2te3_4x2x1::victor::unique_063__to__sb2te3_4x2x1::joshitha::unique_153,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1::joshitha::unique_153,cn8_te4,cn7_te4,7.0463,7.0463,-2.744507,-0.12,in_gap_or_open_channel_candidate,0.266837,0.73057,0.593565
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_065,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_065,cn8_te4,cn8_te4,0.4304,0.4304,2.197998,0.0,in_gap_or_open_channel_candidate,0.075772,0.722009,0.496886
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_079,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_079,cn8_te4,octahedral,3.9109,3.9109,-0.326813,-0.47,mixed_transition_candidate,0.312594,0.495611,0.527753
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_101,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_101,cn8_te4,octahedral,3.7037,3.7037,3.309753,-0.47,mixed_transition_candidate,0.401782,0.446254,0.386019
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_102,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_102,cn8_te4,octahedral,3.94,3.94,-0.330109,-0.47,mixed_transition_candidate,0.313198,0.495978,0.528291
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_104,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_104,cn8_te4,octahedral,3.9358,3.9358,-0.330841,-0.47,mixed_transition_candidate,0.313149,0.495906,0.528158
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_105,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_105,cn8_te4,octahedral,4.5982,4.5982,1.597229,-0.47,mixed_transition_candidate,0.363951,0.485733,0.485775
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_106,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_106,cn8_te4,octahedral,4.8255,4.8255,2.40805,-0.47,mixed_transition_candidate,0.393084,0.476392,0.453973
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_107,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_107,cn8_te4,octahedral,5.1791,5.1791,0.86145,-0.47,mixed_transition_candidate,0.351086,0.50552,0.533296
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_108,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_108,cn8_te4,octahedral,2.2458,2.2458,5.317871,-0.47,mixed_transition_candidate,0.439092,0.394083,0.279601
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_109,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_109,cn8_te4,octahedral,4.2888,4.2888,2.065094,-0.47,mixed_transition_candidate,0.373165,0.474013,0.45698
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_110,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_110,cn8_te4,octahedral,3.8138,3.8138,0.354675,-0.47,mixed_transition_candidate,0.311786,0.493783,0.524173
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_111,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_111,cn8_te4,octahedral,4.6607,4.6607,4.17157,-0.47,mixed_transition_candidate,0.445083,0.446604,0.369177
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_113,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_113,cn8_te4,octahedral,3.0879,3.0879,2.731079,-0.47,mixed_transition_candidate,0.37317,0.446403,0.397962
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_114,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_114,cn8_te4,octahedral,3.2675,3.2675,1.594848,-0.47,mixed_transition_candidate,0.340933,0.466651,0.454337
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_115,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_115,cn8_te4,octahedral,3.9428,3.9428,-0.329559,-0.47,mixed_transition_candidate,0.31323,0.496027,0.528383
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_116,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_116,cn8_te4,octahedral,3.2041,3.2041,2.250915,-0.47,mixed_transition_candidate,0.360241,0.455539,0.422741
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_117,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_117,cn8_te4,octahedral,2.9347,2.9347,4.151337,-0.47,mixed_transition_candidate,0.414694,0.422119,0.329186
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_119,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_119,cn8_te4,octahedral,3.954,3.954,-0.330048,-0.47,mixed_transition_candidate,0.313438,0.49618,0.528626
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_121,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_121,cn8_te4,octahedral,3.9308,3.9308,-0.3219,-0.47,mixed_transition_candidate,0.312784,0.495974,0.52845
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_122,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_122,cn8_te4,octahedral,5.4056,5.4056,2.697143,-0.47,mixed_transition_candidate,0.412076,0.480232,0.454466
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_124,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_124,cn8_te4,octahedral,3.946,3.946,-0.328125,-0.47,mixed_transition_candidate,0.31324,0.496095,0.528525
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_125,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_125,cn8_te4,octahedral,3.2364,3.2364,2.170135,-0.47,mixed_transition_candidate,0.358286,0.457259,0.427212
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_158,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_158,cn8_te4,cn8_te4,7.6048,7.6048,0.861236,0.0,in_gap_or_open_channel_candidate,0.157903,0.845877,0.728288
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_159,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_159,cn8_te4,cn8_te4,7.5248,7.5248,1.043762,0.0,in_gap_or_open_channel_candidate,0.1622,0.841889,0.718019
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_160,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_160,cn8_te4,cn8_te4,6.5743,6.5743,0.121002,0.0,in_gap_or_open_channel_candidate,0.117116,0.84258,0.737811
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_161,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_161,cn8_te4,cn8_te4,7.4231,7.4231,1.105072,0.0,in_gap_or_open_channel_candidate,0.162353,0.839475,0.712796
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_162,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_162,cn8_te4,cn8_te4,6.8494,6.8494,1.396057,0.0,in_gap_or_open_channel_candidate,0.16151,0.826707,0.685848
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_171,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_171,cn8_te4,cn8_te4,7.8659,7.8659,0.004547,0.0,in_gap_or_open_channel_candidate,0.135764,0.862948,0.773773
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_180,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_180,cn8_te4,cn8_te4,7.3134,7.3134,1.823791,0.0,in_gap_or_open_channel_candidate,0.182811,0.826723,0.677229
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_181,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_181,cn8_te4,cn8_te4,7.7776,7.7776,4.019775,0.0,in_gap_or_open_channel_candidate,0.259103,0.799249,0.587509
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::victor::unique_182,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::victor::unique_182,cn8_te4,cn8_te4,7.8515,7.8515,-0.001312,0.0,in_gap_or_open_channel_candidate,0.135415,0.862792,0.77358
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_001,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_001,cn8_te4,cn7_te4,-3.9196,3.9196,0.169952,-0.12,in_gap_or_open_channel_candidate,0.132866,0.725675,0.637529
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_002,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_002,cn8_te4,cn7_te4,-3.8927,3.8927,1.960327,-0.12,in_gap_or_open_channel_candidate,0.188078,0.697451,0.55477
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_007,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_007,cn8_te4,cn7_te4,-4.1092,4.1092,1.113159,-0.12,in_gap_or_open_channel_candidate,0.165466,0.713734,0.598761
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_009,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_009,cn8_te4,cn7_te4,-3.7102,3.7102,1.834381,-0.12,in_gap_or_open_channel_candidate,0.181015,0.696787,0.55622
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_010,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_010,cn8_te4,cn7_te4,-4.2194,4.2194,1.830536,-0.12,in_gap_or_open_channel_candidate,0.189675,0.704163,0.568469
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_012,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_012,cn8_te4,cn7_te4,-3.9129,3.9129,2.432617,-0.12,in_gap_or_open_channel_candidate,0.203113,0.690398,0.533586
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_014,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_014,cn8_te4,cn7_te4,-3.8246,3.8246,0.163971,-0.12,in_gap_or_open_channel_candidate,0.131042,0.724403,0.635551
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_015,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_015,cn8_te4,cn7_te4,-3.5514,3.5514,3.55423,-0.12,in_gap_or_open_channel_candidate,0.231759,0.667764,0.473569
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_016,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_016,cn8_te4,cn7_te4,-4.1857,4.1857,3.421844,-0.12,in_gap_or_open_channel_candidate,0.238578,0.678937,0.494679
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_017,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_017,cn8_te4,cn7_te4,-3.679,3.679,2.166351,-0.12,in_gap_or_open_channel_candidate,0.1908,0.691177,0.540254
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_043,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_043,cn8_te4,cn7_te3,-0.6481,0.6481,0.754639,-0.12,in_gap_or_open_channel_candidate,0.094641,0.669579,0.533151
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_044,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_044,cn8_te4,cn7_te3,-1.7086,1.7086,1.872742,-0.12,in_gap_or_open_channel_candidate,0.147696,0.667431,0.507008
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_047,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_047,cn8_te4,cn7_te3,-0.5289,0.5289,4.878326,-0.12,mixed_transition_candidate,0.220821,0.603749,0.341179
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_048,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_048,cn8_te4,cn7_te3,0.5699,0.5699,4.266907,-0.12,mixed_transition_candidate,0.202514,0.613844,0.370196
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_067,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_067,cn8_te4,cn10_te4,1.2569,1.2569,1.911194,0.18,in_gap_or_open_channel_candidate,0.171104,0.621343,0.476985
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_072,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_072,cn8_te4,cn7_te4,1.2543,1.2543,0.14798,-0.12,in_gap_or_open_channel_candidate,0.086228,0.687721,0.575349
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_073,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_073,cn8_te4,cn7_te4,0.62,0.62,1.027405,-0.12,in_gap_or_open_channel_candidate,0.102639,0.664934,0.519974
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_077,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_077,cn8_te4,cn7_te4,1.2773,1.2773,0.130401,-0.12,in_gap_or_open_channel_candidate,0.086078,0.688325,0.5767
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_078,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_078,cn8_te4,cn7_te4,2.8535,2.8535,0.173706,-0.12,in_gap_or_open_channel_candidate,0.114601,0.710299,0.612082
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_080,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_080,cn8_te4,cn7_te4,1.3075,1.3075,1.904419,-0.12,in_gap_or_open_channel_candidate,0.141765,0.661176,0.496046
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_082,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_082,cn8_te4,cn7_te4,0.8488,0.8488,2.324554,-0.12,in_gap_or_open_channel_candidate,0.146922,0.648052,0.4659
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_083,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_083,cn8_te4,cn7_te4,1.3489,1.3489,2.307892,-0.12,in_gap_or_open_channel_candidate,0.155026,0.655497,0.478521
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_084,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_084,cn8_te4,cn7_te4,1.1362,1.1362,1.782806,-0.12,in_gap_or_open_channel_candidate,0.13503,0.660605,0.497563
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_085,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_085,cn8_te4,cn7_te4,2.8288,2.8288,0.161072,-0.12,in_gap_or_open_channel_candidate,0.113783,0.71014,0.612076
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_087,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_087,cn8_te4,cn7_te4,1.3308,1.3308,1.956207,-0.12,in_gap_or_open_channel_candidate,0.143778,0.660705,0.494223
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_088,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_088,cn8_te4,cn7_te4,2.8489,2.8489,0.157501,-0.12,in_gap_or_open_channel_candidate,0.114018,0.710485,0.612716
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_090,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_090,cn8_te4,cn7_te4,2.8161,2.8161,0.164703,-0.12,in_gap_or_open_channel_candidate,0.113677,0.709901,0.611608
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_092,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_092,cn8_te4,cn7_te4,1.014,1.014,2.31662,-0.12,in_gap_or_open_channel_candidate,0.149523,0.650549,0.470181
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_093,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_093,cn8_te4,cn7_te4,1.2896,1.2896,0.13034,-0.12,in_gap_or_open_channel_candidate,0.086288,0.688503,0.576995
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_094,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_094,cn8_te4,cn7_te4,0.9142,0.9142,2.98117,-0.12,in_gap_or_open_channel_candidate,0.168468,0.638783,0.437333
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_095,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_095,cn8_te4,cn7_te4,2.7392,2.7392,0.189056,-0.12,in_gap_or_open_channel_candidate,0.113108,0.708418,0.608668
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_096,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_096,cn8_te4,cn6_te3,3.6014,3.6014,2.585205,-0.27,mixed_transition_candidate,0.277487,0.58605,0.475327
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_098,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_098,cn8_te4,cn6_te3,2.7985,2.7985,0.161957,-0.27,mixed_transition_candidate,0.188288,0.612191,0.567442
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_099,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_099,cn8_te4,cn6_te3,4.248,4.248,3.172302,-0.27,mixed_transition_candidate,0.306893,0.586212,0.463727
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_100,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_100,cn8_te4,cn6_te3,1.0324,1.0324,4.312683,-0.27,mixed_transition_candidate,0.286912,0.522278,0.335186
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_126,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_126,cn8_te4,cn6_te3,3.779,3.779,1.427612,-0.27,mixed_transition_candidate,0.244551,0.6066,0.532634
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_127,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_127,cn8_te4,cn6_te3,4.9425,4.9425,0.244354,-0.27,in_gap_or_open_channel_candidate,0.227817,0.641716,0.614492
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_128,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_128,cn8_te4,cn6_te3,6.5796,6.5796,2.436432,-0.27,in_gap_or_open_channel_candidate,0.32421,0.631154,0.552757
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_129,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_129,cn8_te4,cn6_te3,5.0487,5.0487,0.1604,-0.27,in_gap_or_open_channel_candidate,0.227037,0.644547,0.62086
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_131,cn8_te4,cn7_te4,6.6818,6.6818,1.074341,-0.12,in_gap_or_open_channel_candidate,0.208616,0.751301,0.661531
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_133,cn8_te4,cn7_te4,5.0945,5.0945,0.864349,-0.12,in_gap_or_open_channel_candidate,0.174717,0.73176,0.633532
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_134,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_134,cn8_te4,cn7_te4,5.0189,5.0189,2.023559,-0.12,in_gap_or_open_channel_candidate,0.209462,0.712649,0.578569
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_135,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_135,cn8_te4,cn7_te4,6.5865,6.5865,0.127136,-0.12,in_gap_or_open_channel_candidate,0.177517,0.76466,0.702718
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_136,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_136,cn8_te4,cn7_te4,6.7036,6.7036,2.46994,-0.12,in_gap_or_open_channel_candidate,0.25239,0.729915,0.598035
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_137,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_137,cn8_te4,cn7_te4,6.5832,6.5832,3.5354,-0.12,in_gap_or_open_channel_candidate,0.283447,0.711619,0.54631
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_139,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_139,cn8_te4,cn7_te4,7.0291,7.0291,2.324554,-0.12,in_gap_or_open_channel_candidate,0.253482,0.736852,0.61242
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_140,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_140,cn8_te4,cn7_te4,6.5291,6.5291,2.307892,-0.12,in_gap_or_open_channel_candidate,0.244342,0.729927,0.601331
sb2te3_4x2x1::victor::unique_064__to__sb2te3_4x2x1::joshitha::unique_141,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1::joshitha::unique_141,cn8_te4,cn7_te4,6.7418,6.7418,1.782867,-0.12,in_gap_or_open_channel_candidate,0.231683,0.741147,0.630455
