step,image,energy_eV,rel_to_image0_eV
407,0,-179665.26139882064,0.0
407,1,-179578.10665120848,87.15474761216319
407,2,-179254.29866607135,410.9627327492926
407,3,-179288.60735279822,376.6540460224205
407,4,-179361.50044272598,303.76095609465847
407,5,-179426.08555003998,239.17584878066555
408,0,-179665.26139882064,0.0
408,1,-179591.0350825066,74.2263163140451
408,2,-179311.23209258023,354.0293062404089
408,3,-179276.47435127644,388.78704754420323
408,4,-179415.99027370242,249.27112511821906
408,5,-179409.35496016077,255.90643865987659
409,0,-179665.26139882064,0.0
409,1,-179599.49600904924,65.76538977140444
409,2,-179340.22740298844,325.03399583220016
409,3,-179290.73551052058,374.52588830006425
409,4,-179424.65293753022,240.6084612904233
409,5,-179402.19362218032,263.06777664032415
410,0,-179665.26139882064,0.0
410,1,-179603.8876255604,61.3737732602458
410,2,-179292.2750438606,372.98635496004135
410,3,-179305.4940532339,359.7673455867334
410,4,-179434.41922142648,230.84217739416636
410,5,-179389.44023452952,275.8211642911192
411,0,-179665.26139882064,0.0
411,1,-179600.96151624527,64.2998825753748
411,2,-179300.63933919335,364.6220596272906
411,3,-179348.34655914822,316.9148396724195
411,4,-179415.3801365563,249.88126226433087
411,5,-179408.0303603137,257.2310385069286
412,0,-179665.26139882064,0.0
412,1,-179600.35055477679,64.91084404385765
412,2,-179206.29476656736,458.96663225328666
412,3,-179335.9740200588,329.28737876183004
412,4,-179292.9085416586,372.3528571620409
412,5,-179334.0123034984,331.2490953222441
413,0,-179665.26139882064,0.0
413,1,-179606.6680031253,58.59339569535223
413,2,-179199.28810468403,465.9732941366092
413,3,-179324.09946739144,341.16193142920383
413,4,-179021.2425584313,644.0188403893553
413,5,-179304.2126818104,361.0487170102424
414,0,-179665.26139882064,0.0
414,1,-179610.0200043293,55.24139449134236
414,2,-178973.32856225647,691.9328365641704
414,3,-179301.00327792217,364.2581208984775
414,4,-179191.9716993555,473.2896994651528
414,5,-179298.9128866329,366.34851218774565
415,0,-179665.26139882064,0.0
415,1,-179592.24495105597,73.01644776467583
415,2,-179315.33804016863,349.9233586520131
415,3,-179388.87935489265,276.38204392799526
415,4,-179305.3987426258,359.8626561948331
415,5,-179353.74699331485,311.5144055057899
416,0,-179665.26139882064,0.0
416,1,-179591.2441276984,74.0172711222549
416,2,-179273.4927789376,391.7686198830488
416,3,-179406.92919125635,258.33220756429364
416,4,-179332.05605790665,333.2053409139917
416,5,-179385.44332525204,279.8180735686037
417,0,-179665.26139882064,0.0
417,1,-179602.9898848508,62.27151396984118
417,2,-179371.61720330498,293.64419551566243
417,3,-179380.73928645288,284.522112367762
417,4,-179289.8393449996,375.42205382103566
417,5,-179388.74111878403,276.5202800366096
418,0,-179665.26139882064,0.0
418,1,-179606.4302969907,58.83110182994278
418,2,-179324.23400374246,341.0273950781848
418,3,-179415.01690942975,250.2444893908978
418,4,-179320.1739287167,345.08747010395746
418,5,-179345.49456087904,319.7668379415991
419,0,-179665.26139882064,0.0
419,1,-179607.55706952882,57.70432929182425
419,2,-179405.7602305004,259.5011683202465
419,3,-179380.17624988625,285.0851489343913
419,4,-179389.105853296,276.15554552464164
419,5,-179285.95276481303,379.30863400761154
420,0,-179665.26139882064,0.0
420,1,-179608.06678646494,57.194612355699064
420,2,-179401.85331391473,263.4080849059101
420,3,-179416.07526565442,249.18613316622213
420,4,-179375.01622293645,290.2451758841926
420,5,-179107.48461795776,557.7767808628851
421,0,-179665.26139882064,0.0
421,1,-179608.37465787973,56.886740940914024
421,2,-179274.65272671828,390.6086721023603
421,3,-179421.48443281814,243.77696600250783
421,4,-179299.0409575437,366.22044127693516
421,5,-179159.75408372754,505.50731509309844
422,0,-179665.26139882064,0.0
422,1,-179610.99812892807,54.26326989257359
422,2,-179211.74222781407,453.5191710065701
422,3,-179416.14659518615,249.11480363449664
422,4,-179242.8735125428,422.3878862778365
422,5,-179225.29279736598,439.96860145466053
423,0,-179665.26139882064,0.0
423,1,-179613.49881860727,51.7625802133698
423,2,-179319.7623965185,345.4990023021528
423,3,-179371.9235386959,293.33786012473865
423,4,-179217.5575852785,447.70381354214624
423,5,-179274.77012145313,390.4912773675169
424,0,-179665.26139882064,0.0
424,1,-179611.06132231635,54.20007650429034
424,2,-179206.57518654744,458.6862122731982
424,3,-179364.51042073205,300.75097808858845
424,4,-179166.19943146504,499.0619673556066
424,5,-179369.7519964824,295.50940233824076
425,0,-179665.26139882064,0.0
425,1,-179607.67521538056,57.58618344008573
425,2,-179206.49414264897,458.7672561716754
425,3,-179369.77725871088,295.4841401097656
425,4,-179150.89591512637,514.3654836942733
425,5,-179371.89502651186,293.36637230878114
426,0,-179665.26139882064,0.0
426,1,-179604.30971624557,60.95168257507612
426,2,-179253.5420601617,411.71933865893516
426,3,-179382.36171189323,282.8996869274124
426,4,-179216.91477377206,448.3466250485799
426,5,-179371.05000576476,294.2113930558844
427,0,-179665.26139882064,0.0
427,1,-179597.1098736043,68.15152521635173
427,2,-179238.03100278377,427.23039603687357
427,3,-179391.9506419812,273.31075683943345
427,4,-179265.4698054119,399.79159340873593
427,5,-179399.86654856894,265.3948502517014
428,0,-179665.26139882064,0.0
428,1,-179604.8546046073,60.40679421334062
428,2,-179302.1381795687,363.12321925195283
428,3,-179408.06306655557,257.1983322650776
428,4,-179260.85271445825,404.40868436239543
428,5,-179415.9743444613,249.2870543593308
429,0,-179665.26139882064,0.0
429,1,-179604.4634734441,60.79792537653702
429,2,-179306.32516348752,358.9362353331235
429,3,-179402.951281703,262.31011711765314
429,4,-179269.99943544733,395.261963373312
429,5,-179411.45284047033,253.80855835031252
430,0,-179665.26139882064,0.0
430,1,-179601.6249552919,63.63644352875417
430,2,-179249.20861279668,416.0527860239672
430,3,-179370.79197806926,294.46942075138213
430,4,-179216.43867674333,448.8227220773115
430,5,-179433.2618234407,231.99957537994487
431,0,-179665.26139882064,0.0
431,1,-179596.5411698697,68.7202289509296
431,2,-179261.0856025762,404.17579624443897
431,3,-179223.46640918142,441.7949896392238
431,4,-179191.56639081045,473.69500801019603
431,5,-179262.51356596383,402.7478328568104
432,0,-179665.26139882064,0.0
432,1,-179587.323516805,77.93788201565621
432,2,-179237.88700588178,427.37439293885836
432,3,-179255.60716831006,409.65423051058315
432,4,-179333.128443093,332.1329557276331
432,5,-179432.72630385245,232.5350949681888
433,0,-179665.26139882064,0.0
433,1,-179580.07947166843,85.18192715221085
433,2,-179283.86718233878,381.39421648185817
433,3,-179205.1339249903,460.12747383033275
433,4,-179391.36354877183,273.8978500488156
433,5,-179437.18383061682,228.077568203822
434,0,-179665.26139882064,0.0
434,1,-179569.16467147658,96.09672734406195
434,2,-179288.37384065957,376.8875581610773
434,3,-179219.3520757828,445.90932303783484
434,4,-179390.93397176056,274.3274270600814
434,5,-179422.7355443309,242.52585448973696
435,0,-179665.26139882064,0.0
435,1,-179561.9159009878,103.34549783283728
435,2,-179215.1177270472,450.1436717734323
435,3,-179199.66137869388,465.6000201267598
435,4,-179372.92159036302,292.33980845761835
435,5,-179387.8220386123,277.4393602083437
436,0,-179665.26139882064,0.0
436,1,-179561.0744403665,104.18695845414186
436,2,-179193.70743445953,471.55396436111187
436,3,-179218.33690142448,446.9244973961613
436,4,-179373.99472234322,291.2666764774185
436,5,-179318.83475983085,346.42663898979663
437,0,-179665.26139882064,0.0
437,1,-179559.03435551893,106.22704330171109
437,2,-179075.5086017365,589.7527970841329
437,3,-179287.43436001864,377.8270388020028
437,4,-179388.6893228102,276.57207601043046
437,5,-179133.25872835497,532.0026704656775
438,0,-179665.26139882064,0.0
438,1,-179556.75043406873,108.51096475191298
438,2,-179022.20570229396,643.0556965266878
438,3,-179320.40183265487,344.8595661657746
438,4,-179349.4101913189,315.85120750174974
438,5,-179296.46717379589,368.7942250247579
439,0,-179665.26139882064,0.0
439,1,-179538.63871726237,126.62268155827769
439,2,-178411.50757584593,1253.7538229747151
439,3,-179317.3693464028,347.89205241785385
439,4,-179342.89660448598,322.36479433465865
439,5,-179213.9361017589,451.3252970617323
440,0,-179665.26139882064,0.0
440,1,-179503.6159775378,161.64542128285393
440,2,-178377.76121311059,1287.5001857100578
440,3,-179288.9577033431,376.30369547754526
440,4,-179200.30116113357,464.9602376870753
440,5,-179215.05546154268,450.2059372779622
441,0,-179665.26139882064,0.0
441,1,-179401.2015879651,264.0598108555423
441,2,-178332.82437812386,1332.437020696787
441,3,-179295.91777998518,369.3436188354681
441,4,-179188.95556078048,476.3058380401635
441,5,-179206.83254425498,458.42885456566
442,0,-179665.26139882064,0.0
442,1,-179244.27381503378,420.98758378686034
442,2,-179116.45052407525,548.8108747453953
442,3,-179342.16318871474,323.0982101059053
442,4,-179280.43257156078,384.8288272598584
442,5,-179256.74948921008,408.5119096105627
443,0,-179665.26139882064,0.0
443,1,-179393.19784112324,272.06355769740185
443,2,-179205.1195695425,460.14182927814545
443,3,-179385.7881593686,279.47323945205426
443,4,-179348.42494810815,316.8364507124934
443,5,-179297.24612928324,368.0152695373981
444,0,-179665.26139882064,0.0
444,1,-179513.44403709497,151.8173617256689
444,2,-179271.25165950367,394.0097393169708
444,3,-179393.72961211775,271.53178670289344
444,4,-179376.36857423373,288.8928245869174
444,5,-179363.08493193844,302.17646688219975
445,0,-179665.26139882064,0.0
445,1,-179545.56478522136,119.69661359928432
445,2,-179336.01290107775,329.2484977428976
445,3,-179360.20951913344,305.05187968720566
445,4,-179384.682881765,280.5785170556337
445,5,-179381.73868477152,283.5227140491188
446,0,-179665.26139882064,0.0
446,1,-179569.69392634617,95.56747247447493
446,2,-179346.4600713686,318.80132745203446
446,3,-179353.1367776015,312.12462121914723
446,4,-179385.5741550597,279.6872437609418
446,5,-179382.28936659815,282.97203222248936
447,0,-179665.26139882064,0.0
447,1,-179564.36168665026,100.89971217038692
447,2,-179338.6335757982,326.62782302245614
447,3,-179392.61857995501,272.6428188656282
447,4,-179299.7218491583,365.53954966235324
447,5,-179370.7753032356,294.4860955850454
448,0,-179665.26139882064,0.0
448,1,-179574.78339787677,90.47800094386912
448,2,-179377.35108927527,287.91030954537564
448,3,-179368.74770168,296.5136971406464
448,4,-179257.53434634637,407.727052474278
448,5,-179348.23083580955,317.0305630110961
449,0,-179665.26139882064,0.0
449,1,-179567.43967219035,97.82172663029633
449,2,-179305.35150357828,359.9098952423665
449,3,-179347.75149319903,317.50990562161314
449,4,-179308.88764372285,356.3737550977967
449,5,-179361.715215432,303.5461833886511
450,0,-179665.26139882064,0.0
450,1,-179542.50676946723,122.75462935341056
450,2,-179183.25733566945,482.0040631511947
450,3,-179326.05034270414,339.21105611650273
450,4,-179379.92114206357,285.3402567570738
450,5,-179324.3744614752,340.8869373454363
451,0,-179665.26139882064,0.0
451,1,-179526.62808645738,138.63331236326485
451,2,-179202.36778816098,462.8936106596666
451,3,-179317.82493388906,347.43646493158303
451,4,-179376.36883616346,288.8925626571872
451,5,-179355.82160645354,309.43979236710584
452,0,-179665.26139882064,0.0
452,1,-179524.00637933597,141.2550194846699
452,2,-179187.21622382378,478.04517499686335
452,3,-179328.87632085817,336.3850779624772
452,4,-179374.14534997827,291.1160488423775
452,5,-179373.07326537438,292.1881334462669
453,0,-179665.26139882064,0.0
453,1,-179500.73680188888,164.52459693176206
453,2,-179155.95027644478,509.3111223758606
453,3,-179348.52659082867,316.7348079919757
453,4,-179369.22586226233,296.0355365583091
453,5,-179281.47698793106,383.7844108895806
454,0,-179665.26139882064,0.0
454,1,-179457.6655790501,207.59581977053313
454,2,-179116.6118962493,548.6495025713521
454,3,-179344.55420512217,320.7071936984721
454,4,-179356.57728163907,308.68411718157586
454,5,-179253.86720664002,411.3941921806254
455,0,-179665.26139882064,0.0
455,1,-179398.08193143064,267.17946739000035
455,2,-179028.75899835888,636.502400461759
455,3,-179331.84507281397,333.4163260066707
455,4,-179337.1288360453,328.13256277533947
455,5,-178990.67021458194,674.5911842386995
456,0,-179665.26139882064,0.0
456,1,-179444.54512255843,220.71627626221743
456,2,-178780.06961659444,885.1917822262039
456,3,-179353.08871244427,312.1726863763761
456,4,-179338.05843029305,327.202968527592
456,5,-179177.2067640427,488.05463477794547
457,0,-179665.26139882064,0.0
457,1,-179401.93813465777,263.32326416287106
457,2,-178821.1307228379,844.1306759827421
457,3,-179322.52562686978,342.7357719508582
457,4,-179321.2679354751,343.9934633455414
457,5,-179313.7122237501,351.5491750705405
458,0,-179665.26139882064,0.0
458,1,-179400.24796282905,265.01343599159736
458,2,-178928.73651097095,736.5248878496932
458,3,-179313.40666988425,351.85472893639235
458,4,-179327.5534191595,337.7079796611506
458,5,-179363.37728728494,301.8841115357063
459,0,-179665.26139882064,0.0
459,1,-179370.0615245023,295.19987431835034
459,2,-179159.46213372744,505.7992650931992
459,3,-179302.22621526592,363.03518355471897
459,4,-179361.65133331605,303.6100655045884
459,5,-179347.31552979976,317.94586902088486
460,0,-179665.26139882064,0.0
460,1,-179359.23059227914,306.0308065415011
460,2,-179173.77887068703,491.48252813360887
460,3,-179295.3512664423,369.91013237833977
460,4,-179354.99637106384,310.26502775680274
460,5,-179370.22302829678,295.0383705238637
461,0,-179665.26139882064,0.0
461,1,-179382.1031029368,283.1582958838553
461,2,-179303.94086940866,361.32052941198344
461,3,-179318.0673462535,347.19405256715254
461,4,-179372.79750561062,292.4638932100206
461,5,-179367.60832960188,297.6530692187662
462,0,-179665.26139882064,0.0
462,1,-179399.19242479422,266.0689740264206
462,2,-179198.1721405745,467.0892582461529
462,3,-179346.55503065247,318.7063681681757
462,4,-179374.72871690255,290.53268191809184
462,5,-179352.79007324646,312.4713255741808
463,0,-179665.26139882064,0.0
463,1,-179409.23043084852,256.0309679721249
463,2,-179155.06919220422,510.1922066164261
463,3,-179328.87085566137,336.39054315927206
463,4,-179358.48108735617,306.78031146447756
463,5,-179354.43746090104,310.82393791960203
464,0,-179665.26139882064,0.0
464,1,-179285.56942776564,379.69197105499916
464,2,-179060.98693402024,604.2744648004009
464,3,-179311.06383510015,354.1975637204887
464,4,-179376.84799276842,288.4134060522192
464,5,-179317.84809581138,347.4133030092635
465,0,-179665.26139882064,0.0
465,1,-179282.11674004426,383.1446587763785
465,2,-179105.256335944,560.0050628766476
465,3,-179313.7437971557,351.5176016649348
465,4,-179401.16501939463,264.09637942601694
465,5,-179374.2664251937,290.9949736269482
466,0,-179665.26139882064,0.0
466,1,-179276.55168022728,388.70971859336714
466,2,-179079.22956574985,586.031833070796
466,3,-179288.94183586902,376.3195629516267
466,4,-179387.91262589715,277.3487729234912
466,5,-179355.08978438593,310.1716144347156
467,0,-179665.26139882064,0.0
467,1,-179242.49876505396,422.76263376668794
467,2,-179224.75971920553,440.5016796151176
467,3,-179266.81930523252,398.44209358812077
467,4,-179382.80718818,282.45421064062975
467,5,-179301.95938404943,363.30201477120863
468,0,-179665.26139882064,0.0
468,1,-179225.52421639455,439.73718242609175
468,2,-179265.66120545988,399.6001933607622
468,3,-179285.05018124115,380.21121757949004
468,4,-179375.67164649747,289.5897523231688
468,5,-179371.33680294896,293.9245958716783
469,0,-179665.26139882064,0.0
469,1,-179160.66460544572,504.5967933749198
469,2,-179297.91967284944,367.3417259712005
469,3,-179300.44683282555,364.8145659950969
469,4,-179363.945261392,301.3161374286574
469,5,-179364.4237817339,300.8376170867414
470,0,-179665.26139882064,0.0
470,1,-179259.33923935294,405.9221594677074
470,2,-179315.61540308112,349.6459957395273
470,3,-179331.61868731354,333.6427115070983
470,4,-179376.12634932794,289.1350494927028
470,5,-179356.97293742182,308.2884613988281
471,0,-179665.26139882064,0.0
471,1,-179220.0853340837,445.1760647369374
471,2,-179337.42326160063,327.83813722000923
471,3,-179302.51776036705,362.74363845359767
471,4,-179373.4607467682,291.80065205245046
471,5,-179344.55569744678,320.70570137386676
472,0,-179665.26139882064,0.0
